"idhod","hodnota","stapro_kod","mj_cis","mj_kod","typosoby_kod","odvetvi_cis","odvetvi_kod","rok","ctvrtletí","uzemi_cis","uzemi_kod","stapro_txt","mj_txt","typosoby_txt","odvetvi_txt"
"741382484","21947","5958","78","00200","200","5103","E","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"741382594","22409","5958","78","00200","200","5103","F","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Stavebnictví"
"741383474","15835","5958","78","00200","200","5103","N","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Administrativní a podpůrné činnosti"
"741383584","26373","5958","78","00200","200","5103","O","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"741383254","21012","5958","78","00200","200","5103","L","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Činnosti v oblasti nemovitostí"
"741382704","21949","5958","78","00200","200","5103","G","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741383694","22481","5958","78","00200","200","5103","P","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Vzdělávání"
"741382924","13306","5958","78","00200","200","5103","I","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ubytování, stravování a pohostinství"
"741384024","18332","5958","78","00200","200","5103","S","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ostatní činnosti"
"741382154","27403","5958","78","00200","200","5103","B","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Těžba a dobývání"
"741382264","22678","5958","78","00200","200","5103","C","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zpracovatelský průmysl"
"741382044","19056","5958","78","00200","200","5103","A","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zemědělství, lesnictví, rybářství"
"741374500","22089","5958","78","00200","100","5103","F","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Stavebnictví"
"741374610","21095","5958","78","00200","100","5103","G","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741374830","12713","5958","78","00200","100","5103","I","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ubytování, stravování a pohostinství"
"741373950","18638","5958","78","00200","100","5103","A","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zemědělství, lesnictví, rybářství"
"741374390","21557","5958","78","00200","100","5103","E","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"741375490","25918","5958","78","00200","100","5103","O","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"741375600","20625","5958","78","00200","100","5103","P","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Vzdělávání"
"741375050","42538","5958","78","00200","100","5103","K","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Peněžnictví a pojišťovnictví"
"741375270","30406","5958","78","00200","100","5103","M","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Profesní, vědecké a technické činnosti"
"741375820","18316","5958","78","00200","100","5103","R","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Kulturní, zábavní a rekreační činnosti"
"741374720","22917","5958","78","00200","100","5103","H","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Doprava a skladování"
"741374940","42656","5958","78","00200","100","5103","J","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Informační a komunikační činnosti"
"741375160","19955","5958","78","00200","100","5103","L","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Činnosti v oblasti nemovitostí"
"741375380","15160","5958","78","00200","100","5103","N","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Administrativní a podpůrné činnosti"
"741375710","22288","5958","78","00200","100","5103","Q","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zdravotní a sociální péče"
"741375930","16775","5958","78","00200","100","5103","S","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ostatní činnosti"
"741382374","37421","5958","78","00200","200","5103","D","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741383034","43688","5958","78","00200","200","5103","J","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Informační a komunikační činnosti"
"786863422","23600","5958","78","00200","200",,,"2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený",
"786863434","22860","5958","78","00200","100",,,"2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický",
"829364746","22369","5958","78","00200","100","5103","C","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zpracovatelský průmysl"
"829364598","27319","5958","78","00200","100","5103","B","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Těžba a dobývání"
"829374242","36144","5958","78","00200","100","5103","D","2010","3","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741382805","21837","5958","78","00200","200","5103","H","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Doprava a skladování"
"741382915","11809","5958","78","00200","200","5103","I","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ubytování, stravování a pohostinství"
"741383795","21297","5958","78","00200","200","5103","Q","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zdravotní a sociální péče"
"741383905","17729","5958","78","00200","200","5103","R","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Kulturní, zábavní a rekreační činnosti"
"741383135","52131","5958","78","00200","200","5103","K","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Peněžnictví a pojišťovnictví"
"741383355","31745","5958","78","00200","200","5103","M","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Profesní, vědecké a technické činnosti"
"741382475","20277","5958","78","00200","200","5103","E","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"741382585","19995","5958","78","00200","200","5103","F","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Stavebnictví"
"741383465","15431","5958","78","00200","200","5103","N","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Administrativní a podpůrné činnosti"
"741383575","25240","5958","78","00200","200","5103","O","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"741383245","19135","5958","78","00200","200","5103","L","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Činnosti v oblasti nemovitostí"
"741382695","20479","5958","78","00200","200","5103","G","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741383685","20877","5958","78","00200","200","5103","P","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Vzdělávání"
"741384015","17285","5958","78","00200","200","5103","S","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ostatní činnosti"
"741382145","25425","5958","78","00200","200","5103","B","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Těžba a dobývání"
"741382255","20613","5958","78","00200","200","5103","C","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zpracovatelský průmysl"
"741382035","15833","5958","78","00200","200","5103","A","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zemědělství, lesnictví, rybářství"
"741374491","19740","5958","78","00200","100","5103","F","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Stavebnictví"
"741374601","19743","5958","78","00200","100","5103","G","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741373941","15392","5958","78","00200","100","5103","A","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zemědělství, lesnictví, rybářství"
"741374821","11257","5958","78","00200","100","5103","I","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ubytování, stravování a pohostinství"
"741374381","19912","5958","78","00200","100","5103","E","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"741375481","24784","5958","78","00200","100","5103","O","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"741375591","18988","5958","78","00200","100","5103","P","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Vzdělávání"
"741375041","50702","5958","78","00200","100","5103","K","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Peněžnictví a pojišťovnictví"
"741375261","30170","5958","78","00200","100","5103","M","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Profesní, vědecké a technické činnosti"
"741375811","16808","5958","78","00200","100","5103","R","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Kulturní, zábavní a rekreační činnosti"
"741374711","21538","5958","78","00200","100","5103","H","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Doprava a skladování"
"741374931","42651","5958","78","00200","100","5103","J","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Informační a komunikační činnosti"
"741375151","18366","5958","78","00200","100","5103","L","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Činnosti v oblasti nemovitostí"
"741375371","14558","5958","78","00200","100","5103","N","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Administrativní a podpůrné činnosti"
"741375701","19996","5958","78","00200","100","5103","Q","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zdravotní a sociální péče"
"741375921","15872","5958","78","00200","100","5103","S","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ostatní činnosti"
"741382365","39397","5958","78","00200","200","5103","D","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741383025","43490","5958","78","00200","200","5103","J","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Informační a komunikační činnosti"
"786863230","22108","5958","78","00200","200",,,"2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený",
"786863242","21432","5958","78","00200","100",,,"2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický",
"829364509","25233","5958","78","00200","100","5103","B","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Těžba a dobývání"
"829364740","20537","5958","78","00200","100","5103","C","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zpracovatelský průmysl"
"829374236","37963","5958","78","00200","100","5103","D","2009","1","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741382813","22996","5958","78","00200","200","5103","H","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Doprava a skladování"
"741383803","23301","5958","78","00200","200","5103","Q","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zdravotní a sociální péče"
"741383913","19655","5958","78","00200","200","5103","R","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Kulturní, zábavní a rekreační činnosti"
"741383143","45129","5958","78","00200","200","5103","K","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Peněžnictví a pojišťovnictví"
"741383363","30539","5958","78","00200","200","5103","M","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Profesní, vědecké a technické činnosti"
"741382483","22544","5958","78","00200","200","5103","E","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"741382593","22170","5958","78","00200","200","5103","F","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Stavebnictví"
"741383473","15682","5958","78","00200","200","5103","N","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Administrativní a podpůrné činnosti"
"741383583","26662","5958","78","00200","200","5103","O","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"741383253","21116","5958","78","00200","200","5103","L","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Činnosti v oblasti nemovitostí"
"741382703","21647","5958","78","00200","200","5103","G","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741383693","22658","5958","78","00200","200","5103","P","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Vzdělávání"
"741382923","12943","5958","78","00200","200","5103","I","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ubytování, stravování a pohostinství"
"741384023","18128","5958","78","00200","200","5103","S","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ostatní činnosti"
"741382153","30331","5958","78","00200","200","5103","B","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Těžba a dobývání"
"741382263","22753","5958","78","00200","200","5103","C","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zpracovatelský průmysl"
"741382043","17749","5958","78","00200","200","5103","A","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zemědělství, lesnictví, rybářství"
"741374499","21893","5958","78","00200","100","5103","F","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Stavebnictví"
"741374609","20890","5958","78","00200","100","5103","G","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741374829","12413","5958","78","00200","100","5103","I","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ubytování, stravování a pohostinství"
"741373949","17374","5958","78","00200","100","5103","A","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zemědělství, lesnictví, rybářství"
"741374389","22107","5958","78","00200","100","5103","E","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"741375489","26185","5958","78","00200","100","5103","O","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"741375599","20508","5958","78","00200","100","5103","P","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Vzdělávání"
"741375049","44373","5958","78","00200","100","5103","K","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Peněžnictví a pojišťovnictví"
"741375269","29072","5958","78","00200","100","5103","M","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Profesní, vědecké a technické činnosti"
"741375819","18454","5958","78","00200","100","5103","R","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Kulturní, zábavní a rekreační činnosti"
"741374719","22698","5958","78","00200","100","5103","H","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Doprava a skladování"
"741374939","41562","5958","78","00200","100","5103","J","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Informační a komunikační činnosti"
"741375159","20032","5958","78","00200","100","5103","L","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Činnosti v oblasti nemovitostí"
"741375379","14923","5958","78","00200","100","5103","N","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Administrativní a podpůrné činnosti"
"741375709","21987","5958","78","00200","100","5103","Q","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zdravotní a sociální péče"
"741375929","16696","5958","78","00200","100","5103","S","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ostatní činnosti"
"741382373","37766","5958","78","00200","200","5103","D","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741383033","42527","5958","78","00200","200","5103","J","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Informační a komunikační činnosti"
"786863398","23504","5958","78","00200","200",,,"2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený",
"786863410","22762","5958","78","00200","100",,,"2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický",
"829364745","22486","5958","78","00200","100","5103","C","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zpracovatelský průmysl"
"829364597","30259","5958","78","00200","100","5103","B","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Těžba a dobývání"
"829374241","36354","5958","78","00200","100","5103","D","2010","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741382822","23999","5958","78","00200","200","5103","H","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Doprava a skladování"
"741383812","26310","5958","78","00200","200","5103","Q","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zdravotní a sociální péče"
"741383152","46393","5958","78","00200","200","5103","K","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Peněžnictví a pojišťovnictví"
"741383262","24161","5958","78","00200","200","5103","L","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Činnosti v oblasti nemovitostí"
"741383372","35741","5958","78","00200","200","5103","M","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Profesní, vědecké a technické činnosti"
"741382492","25421","5958","78","00200","200","5103","E","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"741383482","17243","5958","78","00200","200","5103","N","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Administrativní a podpůrné činnosti"
"741382602","24980","5958","78","00200","200","5103","F","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Stavebnictví"
"741383592","28304","5958","78","00200","200","5103","O","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"741382712","24581","5958","78","00200","200","5103","G","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741383702","26961","5958","78","00200","200","5103","P","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Vzdělávání"
"741382932","13466","5958","78","00200","200","5103","I","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ubytování, stravování a pohostinství"
"741383922","21182","5958","78","00200","200","5103","R","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Kulturní, zábavní a rekreační činnosti"
"741384032","20141","5958","78","00200","200","5103","S","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ostatní činnosti"
"741382162","37061","5958","78","00200","200","5103","B","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Těžba a dobývání"
"741382272","25279","5958","78","00200","200","5103","C","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zpracovatelský průmysl"
"741382052","21442","5958","78","00200","200","5103","A","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zemědělství, lesnictví, rybářství"
"741374508","24676","5958","78","00200","100","5103","F","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Stavebnictví"
"741374618","23500","5958","78","00200","100","5103","G","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741373958","21106","5958","78","00200","100","5103","A","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zemědělství, lesnictví, rybářství"
"741374398","25050","5958","78","00200","100","5103","E","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"741375498","27831","5958","78","00200","100","5103","O","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"741375608","24306","5958","78","00200","100","5103","P","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Vzdělávání"
"741374838","12808","5958","78","00200","100","5103","I","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ubytování, stravování a pohostinství"
"741375058","45277","5958","78","00200","100","5103","K","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Peněžnictví a pojišťovnictví"
"741375278","33637","5958","78","00200","100","5103","M","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Profesní, vědecké a technické činnosti"
"741375388","16094","5958","78","00200","100","5103","N","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Administrativní a podpůrné činnosti"
"741375828","19695","5958","78","00200","100","5103","R","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Kulturní, zábavní a rekreační činnosti"
"741374728","23744","5958","78","00200","100","5103","H","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Doprava a skladování"
"741374948","46178","5958","78","00200","100","5103","J","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Informační a komunikační činnosti"
"741375168","22794","5958","78","00200","100","5103","L","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Činnosti v oblasti nemovitostí"
"741375718","24699","5958","78","00200","100","5103","Q","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zdravotní a sociální péče"
"741375938","18321","5958","78","00200","100","5103","S","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ostatní činnosti"
"741382382","43863","5958","78","00200","200","5103","D","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741383042","47317","5958","78","00200","200","5103","J","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Informační a komunikační činnosti"
"786863590","26211","5958","78","00200","200",,,"2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený",
"786863602","25306","5958","78","00200","100",,,"2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický",
"829364751","24983","5958","78","00200","100","5103","C","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zpracovatelský průmysl"
"829364603","36874","5958","78","00200","100","5103","B","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Těžba a dobývání"
"829374247","43538","5958","78","00200","100","5103","D","2011","4","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"741382792","20699","5958","78","00200","200","5103","H","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Doprava a skladování"
"741383782","19921","5958","78","00200","200","5103","Q","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zdravotní a sociální péče"
"741382902","12312","5958","78","00200","200","5103","I","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ubytování, stravování a pohostinství"
"741383892","17919","5958","78","00200","200","5103","R","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Kulturní, zábavní a rekreační činnosti"
"741383122","42422","5958","78","00200","200","5103","K","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Peněžnictví a pojišťovnictví"
"741383232","20362","5958","78","00200","200","5103","L","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Činnosti v oblasti nemovitostí"
"741383342","26422","5958","78","00200","200","5103","M","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Profesní, vědecké a technické činnosti"
"741382462","19635","5958","78","00200","200","5103","E","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"741382572","18705","5958","78","00200","200","5103","F","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Stavebnictví"
"741383452","15034","5958","78","00200","200","5103","N","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Administrativní a podpůrné činnosti"
"741383562","24691","5958","78","00200","200","5103","O","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"741382682","19513","5958","78","00200","200","5103","G","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741383672","20842","5958","78","00200","200","5103","P","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Vzdělávání"
"741384002","17414","5958","78","00200","200","5103","S","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Ostatní činnosti"
"741382132","25855","5958","78","00200","200","5103","B","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Těžba a dobývání"
"741382242","19827","5958","78","00200","200","5103","C","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zpracovatelský průmysl"
"741382022","15537","5958","78","00200","200","5103","A","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","přepočtený","Zemědělství, lesnictví, rybářství"
"741374478","18524","5958","78","00200","100","5103","F","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Stavebnictví"
"741374588","18764","5958","78","00200","100","5103","G","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"741373928","15107","5958","78","00200","100","5103","A","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Zemědělství, lesnictví, rybářství"
"741374808","11687","5958","78","00200","100","5103","I","2007","2","97","19","Průměrná hrubá mzda na zaměstnance","Kč","fyzický","Ubytování, stravování a pohostinství"
